Source	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma favus	Tsitsikamma nguni	Tsitsikamma nguni	Tsitsikamma nguni	Tsitsikamma nguni	Tsitsikamma nguni	Tsitsikamma nguni	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma madiba	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma michaeli	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Tsitsikamma pedunculata	Cyclacanthia bellae	Cyclacanthia bellae	Cyclacanthia bellae	Latrunculia apicalis	Latrunculia apicalis	Latrunculia apicalis
Sample	Evans_2014	Evans_2015	Evans_2017	Evans_2016	RIY_2015	RIY_2016	RIY_2016B	RIY_2017	TIC2012_057	TIC2014_001	TIC2015_013	TIC2016_050A	TIC2016_050AD	TIC2016_050AH	TIC2016_050AW	TIC2016_050B	TIC2016_050C	TIC2016_050D	TIC2018_003A	TIC2018_003B	TIC2018_003C	TIC2018_003D	TIC2018_003E	TIC2018_003F	TIC2018_003G	TIC2018_003H	TIC2018_003I	TIC2018_003J	TIC2018_003M	TIC2018_007A	TIC2018_007B	TIC2018_007C	TIC2018_007D	TIC2018_007E	TIC2018_014A	TIC2018_014B	TIC2018_014C	TIC2018_014D	TIC2018_014E	TIC2015_003E	TIC2015_003F	TIC2015_003L	TIC2015_006A	TIC2015_006B	TIC2020_003	TIC2021_002	TIC2021_031	TIC2021_043	TIC2022_004	TIC2022_005	TIC2022_008	TIC2022_009	TIC2022_063	TIC2022_070	TIC2022_001	TIC2022_003	TIC2022_021	TIC2015_201	TIC2015_202	TIC2015_204	TIC2017_026	TIC2017_028	TIC2017_030	TIC2017_034	TIC2019_013N	TIC2015_205	TIC2015_206	TIC2015_217	TIC2015_218	TIC2015_219	TIC2017_018	TIC2017_019	TIC2017_020	TIC2017_022	TIC2021_034	TIC2022_019	TIC2022_059	TIC2016_051	TIC2016_053	TIC2012_056	ACE2016_045	ACE2016_060	ACE2016_080
OTU1	0.045114139	0.032899375	0.01362893	0.082725816	0.028715593	0.056704344	0.055619732	0.010790202	35.89391555	62.22347869	60.2034498	62.77788819	55.60651227	41.26906705	56.08840525	60.39175124	41.13660063	33.41798141	33.91259544	35.92368753	35.5293591	33.92857143	38.49499978	39.4136711	27.17803866	32.53898666	35.69398695	30.13047111	20.30926959	38.88556864	42.5862069	35.84014119	38.90977924	38.12460193	34.04178933	37.13606489	38.47724807	36.32348367	33.71614955	31.2578286	52.88289058	64.27106151	41.4914552	24.07837928	62.1187738	0.008102743	0.045015112	0.1748437	0.011753298	0	0.006675345	0.009858822	0.011899096	0	0.006864517	0.077279753	0.421254314	0.11468377	0.102790015	0.294279016	0.038494604	0.053065647	0.042111299	0.033408249	0.002659999	28.00071917	32.36429619	48.44384303	41.07678794	32.62165059	58.64329777	50.09486983	44.43069987	38.91817669	32.32381317	22.73369525	29.05976513	0.05899705	0.024518818	0.310685962	0.321691176	0.176842478	0.161796897
OTU2	0.018045656	0	0	0.010340727	0	0.015121158	0	0	0.073669759	0.120149834	3.905351614	0.176031345	0.372620958	2.097374956	0.430216374	0.491305191	0.399721933	4.570996326	0.936812029	0.60887606	0.578228755	0.754233246	1.183909592	0.544108465	1.346102922	1.565729317	0.313246787	0.880519314	1.121527089	4.063983125	1.810344828	1.884375623	0.634384672	0.622430664	1.847729829	0.99286813	0.820090625	2.105754277	3.494682601	2.105135561	1.742547194	0.448524043	0.217503884	0.597808037	0.078502178	16.06166187	58.66326552	53.22931016	49.01713043	47.57684852	36.7477721	47.34008991	36.04712042	34.55882353	40.47548223	48.3127254	42.36821039	39.16663127	39.10792952	56.47164447	55.76841646	62.58429699	68.19073731	66.5249347	53.78517849	0.1869831	0.092656938	0.009332276	0.084181246	0.008574491	0.016148654	0.019783283	0.01740979	0.018390015	0.017038315	0.012394338	0.014959982	13.46396966	15.45094193	6.630692503	0.080422794	0.053052743	0.023793661
OTU3	0	0	0.004542977	0	0	0.011340869	0	0	1.664266818	1.865856244	1.862007961	7.276908662	7.251777115	2.447676481	1.999240795	3.626608055	0.104275287	7.764210071	15.29345637	14.72578026	15.59352384	13.29895063	14.39974887	15.18151815	12.89169388	7.415294044	11.57721372	9.566810206	4.500269053	25.26981895	8.615301724	17.88448948	16.01309697	16.2092525	17.09628779	16.94028807	16.5390261	22.11508554	21.23122465	15.37435856	6.090373281	3.376099579	23.13827033	15.70906676	1.899752718	0.265364826	0.703093181	0.050333793	0.993153704	0.200775408	0.637495411	0.463364619	0.042836744	0.153186275	0.700180766	0.685500029	0.129919555	0.169901882	0.543318649	1.032470447	0.622329437	0.35708758	0.305530916	0.16400413	0.007979997	0.053937433	0.312717165	0.083990481	0.13176195	0.0471597	0.017225231	0.032372645	0.032070665	0.008582007	0.070283049	0.096675838	0.673199192	0.021070375	0.00408647	0.008175946	0.011488971	0.004421062	0.004758732
OTU4	0.027068483	0.004699911	0	0.01551109	0	0.026462027	0.008556882	0.010790202	4.011653216	6.912149268	8.752764264	5.729536356	3.817931667	4.004079461	5.255388249	4.447604887	2.850191171	1.783012751	3.822193077	3.99603103	3.756621652	3.517767708	3.982241356	4.222043826	2.603936799	3.297425941	3.83969515	2.702615849	1.937183154	2.612058358	3.976293103	3.580882981	3.693755915	2.909501476	3.769656064	3.912739477	4.011104729	3.368584759	3.204144282	3.923390844	5.637652686	6.474044713	1.833247022	0.863500498	2.96541979	0.006077057	0.002143577	0.034438911	0.002938325	0	0	0	0.002379819	0	0	0.002862213	0.028871012	0.067960753	0.003671072	0.074816699	0.011548381	0.01547748	0.013439776	0.018222681	0	8.525710176	12.67855764	18.70188045	21.45157748	5.076098607	10.70655743	15.52178409	14.35391354	19.93109874	11.14518774	13.61394115	12.57012492	0	0.00408647	0.073583517	0.057444853	0.026526372	0.04282859
OTU5	0	0	0	0	0	0.015121158	0.004278441	0	0.006697251	0.007067637	0.048651039	0.014196076	0	0	0	0	0.017379214	0	0.096023233	0.108244633	0.063418638	0.131170999	0.103143639	0.059465406	0.026480713	1.390367633	0.138861978	0.012854297	0.033985669	0.622253472	0	0.045543822	0	0.110011001	0.086163567	0.061529856	0.19465186	0.046656299	0.02192742	0.197987797	0.183650807	0.006953861	0.341791818	0.265692461	0.058876634	16.25815338	3.196072967	1.769630179	2.406487821	17.95901412	27.96635626	19.71172805	14.86910995	29.3236826	17.11095348	8.562310378	25.29494364	0.012742641	0.01835536	0.079804479	0.001283153	5.075507993	0.895985091	1.394035109	0	13.77921611	10.20384526	3.410946759	7.213966767	1.680600214	1.290815722	5.108583247	12.5826965	4.902778118	7.171000788	25.01673236	2.30009724	0	0	0.008175946	0.022977941	0.013263186	0.014276197
OTU6	0	0	0.004542977	0	0	0.00378029	0	0	0.164082644	0.007067637	1.472799646	1.479231141	0.137583123	4.376551969	0.62845333	3.161161032	0.260688217	1.426410201	5.058784955	5.263395273	5.222711333	12.54173623	4.699762321	5.015906996	1.871303734	7.186697564	3.077568947	1.77067935	23.00263389	2.415187203	0.113146552	5.203381629	0.752052797	5.955069191	4.868241545	4.972731087	4.614206395	3.623639191	2.209187589	1.470766496	0.657726147	0.49372414	2.744691869	0.730654268	0.459237744	0.86091642	2.152151079	0.558970012	3.249786971	2.222376073	2.366409666	0.554065778	1.742027606	1.328890931	2.546735922	6.249642223	3.364785239	16.23837234	16.18942731	5.980348147	0.001283153	1.285736396	1.802722003	0.912652615	4.540618184	0.715569939	0.49803104	0.041995241	0.058560867	0.261521972	0.088279307	0.145676903	0.260230542	0.274624231	1.654846336	1.0039414	1.178098586	0.0674252	0.012259409	0.024527839	0.022977941	0.044210619	0.04282859
OTU7	0.004511414	0.014099732	0	0	0.004102228	0.007560579	0	0	0.013394502	0.007067637	0.017691287	0	0	0	0	0.006464542	0.017379214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222231201	0.183650807	0.05910782	0	0.066423115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008495094	0	0	0	0	0	0.001518557	0	0	0.011582117	0.023330689	0.018300271	0	0	0	0	0	0	0	0	0	0	0.024527839	42.42876838	81.65259295	61.92538308
OTU8	0.009022828	0	0	0	0	0	0.008556882	0	0.274587282	0.537140434	0.37593985	0.349223475	1.066269204	0.004434197	0.721245097	0.265046221	0.034758429	0.923924789	4.693428264	4.514703229	4.696709692	4.418077749	4.417238441	4.495584694	0.869450084	2.329805223	3.871988633	1.950639501	1.016737942	4.151872034	0.167025862	5.24892545	6.732663137	5.297898211	4.80361887	4.603551951	5.536409471	5.153965785	4.201841903	3.135480221	0.60220381	0.128646431	0.466079751	3.088674859	0.10990305	0.71506705	0.437289662	0.283458726	1.178268152	0.69579064	0.170221288	0.193232905	3.207996192	0.298713235	0.757385077	0.24328811	0.351701421	5.058828527	2.408223201	3.137313582	0.005132614	0.31065514	0.046591225	0.388750531	1.643879342	5.005393743	3.076982472	0.732583641	0.505087475	2.979635584	0.828964225	0.870464458	1.056499349	1.863521565	4.591825868	6.873900002	5.40803351	0.00842815	0.00408647	0.008175946	0.011488971	0.017684248	0.014276197
OTU9	0	0	0	0	0	0.00378029	0	0	0.023440378	0.035338186	0.066342326	0.300956816	0.01719789	0.097552324	0.012653423	0.09696813	0.104275287	0.210719689	0.110075413	0.126285405	0.070879654	0.0655855	0.103143639	0.080278298	0.052961426	0.062629173	0.145320674	0.070698631	0.022657113	0.059764458	0.140086207	0.054083288	0.043486046	0.08685079	0.088557	0.125856524	0.204224903	0.096423017	0.079486898	1.272778698	0.119586572	2.527728521	1.543241844	0.996346729	0.03532598	7.620629583	0.602345073	1.520610363	6.082331854	4.652450845	6.024498515	7.031311618	12.16801523	1.727175245	6.683751688	3.20997195	5.759766932	1.376205241	3.527900147	0.418973515	3.912334954	0.494173834	1.903072333	1.135880459	0.188859924	13.49514563	1.497953826	0.102655032	0.501427421	0.72454448	0.380031651	0.786835124	0.629501347	0.730696614	0.06815326	5.10150963	11.665046	0.0337126	0.163458788	0.057231625	0.011488971	0.004421062	0
